"name","logoUrl","available","quantityAvailable","rating","ratingCount","savings"
"Microsoft Store","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Microsoft/RAISE_Microsoft-Logo.png",true,1,"3.6",120,"0.00"
"Modell's Sporting Goods","https://s3.amazonaws.com/raise-content/ibi/ModellsSportingGoods-Logo.png",false,0,"2.9",120,"0.00"
"Morton's The Steakhouse","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Mortons+Steakhouse/RAISE_MortonsSteakhouse-Logo.png",true,49,"3.2",110,"13.68"
"Movietickets.com","https://raise-content.s3.amazonaws.com/MP-OPs/01_Slide/MovieTicketsCom/SLIDE_MovieTicketsCom-Logo.png",true,19,"3.1",214,"14.00"
"Neiman Marcus","https://s3.amazonaws.com/raise-content/ibi/NeimanMarcus-Logo.png",true,15,"4.3",224,"2.00"
"Netflix","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Netflix/RAISE_Netflix-Logo.png",true,96,"3.4",150,"1.56"
"New York & Company","https://s3.amazonaws.com/raise-content/ibi/NewYork-Company-Logo.png",true,2,"3.2",538,"8.63"
"New York & Company (In Store Only)","https://s3.amazonaws.com/raise-content/ibi/NewYork-Company-Logo.png",false,0,"3.0",143,"0.00"
"Newegg","https://s3.amazonaws.com/raise-content/ibi/Newegg-Logo.png",false,0,"4.2",253,"0.00"
"NFL Shop","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/NFL+Shop/RAISE_NFLShop-Logo.png",true,15,"2.6",185,"8.90"
"Nike","https://raise-content.s3.amazonaws.com/MP-OPs/Nike/Nike-Logo.png",true,530,"4.8",842,"1.72"
"Nintendo eShop","https://raise-content.s3.amazonaws.com/MP-OPs/Nintendo+eShop/NinendoeShop-Logo.png",true,465,"3.3",659,"8.00"
"Nordstrom","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Nordstrom/RAISE_Nordstrom-Logo.png",true,0,"3.6",695,"0.00"
"Nutrisystem","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Nutrisystem/RAISE_Nutrisystem-Logo.png",true,112,"4.1",324,"15.00"
"O’Charley’s®","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/OCharleys/RAISE_OCharleys-Logo.png",true,317,"3.0",136,"25.10"
"Oakley","https://s3.amazonaws.com/raise-content/ibi/Oakley-Logo.png",false,0,"3.1",143,"0.00"
"Office Depot","https://raise-content.s3.amazonaws.com/MP-OPs/OfficeDepot-Logo.png",true,35,"3.1",265,"3.60"
"OfficeMax","https://raise-content.s3.amazonaws.com/MP-OPs/OfficeDepot-Logo.png",true,59,"3.8",112,"3.50"
"Old Navy","https://raise-content.s3.amazonaws.com/MP-OPs/old-navy-logo.png",true,1508,"3.6",408,"13.64"
"Olive Garden","https://raise-content.s3.amazonaws.com/MP-OPs/Olive+Garden/OliveGarden-Logo.png",true,131,"3.9",1440,"2.60"
"On the Border","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/On+The+Boarder/RAISE_OnTheBorder-Logo.png",true,43,"2.9",105,"7.40"
"Outback Steakhouse (Physical)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Outback/RAISE_Outback-Logo.png",true,56,"3.3",647,"9.00"
"Overstock","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Overstock/RAISE_Overstock-Logo.png",true,195,"3.3",334,"3.50"
"P.F. Chang's","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/PF+Changs/RAISE_PFChangs-Logo.png",true,176,"3.7",335,"5.00"
"PacSun","https://s3.amazonaws.com/raise-content/ibi/PacSun-Logo.png",false,0,"3.8",215,"0.00"
"Panda Express","https://raise-content.s3.amazonaws.com/MP-OPs/Panda+Express/PandaExpress-Logo.png",true,0,"3.3",348,"0.00"
"Pandora","https://s3.amazonaws.com/raise-content/ibi/Pandora-Logo.png",true,3,"3.0",104,"7.00"
"Panera Bread","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Panera+Bread/RAISE_PaneraBread-Logo3.31.21.png",true,4663,"4.3",1098,"13.36"
"Panera Bread (In Restaurant Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Panera+Bread/RAISE_PaneraBread-Logo3.31.21.png",true,26,"3.1",200,"8.00"
"Papa John's Pizza","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Papa+Johns/RAISE_PapaJohns-Logo.png",true,22,"3.8",219,"4.00"
"Pappas Restaurants","https://s3.amazonaws.com/raise-content/ibi/PappasRestaurants-Logo.png",true,102,"3.1",103,"5.50"
"Patagonia","https://s3.amazonaws.com/raise-content/ibi/Patagonia-logo.png",true,36,"3.6",136,"10.71"
"Payless ShoeSource","https://s3.amazonaws.com/raise-content/ibi/Payless-Logo.png",false,0,"3.1",669,"0.00"
"Peet's Coffee & Tea (Physical)","https://raise-content.s3.amazonaws.com/MP-OPs/Peet's+Coffee/PeetsCoffee-Logo.png",true,15,"3.0",191,"14.50"
"Petco","https://raise-content.s3.amazonaws.com/MP-OPs/Petco-Logo.png",true,483,"3.5",220,"2.27"
"Petco (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/Petco-Logo.png",false,0,"3.1",508,"0.00"
"PetSmart (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/PetSmart/Petsmart_Logo.png",false,0,"3.3",814,"0.00"
"PetSmart (Only Online)","https://raise-content.s3.amazonaws.com/MP-OPs/PetSmart/Petsmart_Logo.png",true,2564,"3.1",375,"14.48"
"Pier 1 Imports","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.4",468,"0.00"
"Pizza Hut","https://s3.amazonaws.com/raise-content/ibi/PIzzaHut-Logo.png",false,0,"2.8",373,"0.00"
"PlayStation Network","https://s3.amazonaws.com/raise-content/ibi/PlaystationNetwork-Logo.png",true,1246,"4.8",292,"4.88"
"Portillo's","https://s3.amazonaws.com/raise-content/ibi/Portillos-Logo.png",false,0,"4.4",118,"0.00"
"Potbelly","https://s3.amazonaws.com/raise-content/ibi/Potbelly-Logo.png",true,102,"3.8",114,"10.00"
"Pottery Barn","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/PotteryBarn-Logo.png",true,12,"3.2",445,"2.10"
"Publix","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Publix/RAISE_Publix-Logo.png",false,0,"3.1",393,"0.00"
"Rainforest Café","https://raise-content.s3.amazonaws.com/MP-OPs/Rainforest+Cafe/RainForestCafe-Logo.png",true,17,"3.1",109,"13.10"
"Ralph Lauren","https://s3.amazonaws.com/raise-content/ibi/RalphLauren-Logo.png",true,13,"3.2",132,"1.00"
"Red Lobster®","https://raise-content.s3.amazonaws.com/MP-OPs/Red+Lobster/RedLobster-Logo.png",true,39,"3.5",488,"6.00"
"Red Robin","https://raise-content.s3.amazonaws.com/MP-OPs/Red+Robin/RedRobin-Logo.png",true,2310,"3.9",176,"13.60"
"Regal","https://raise-content.s3.amazonaws.com/MP-OPs/Regal/Regal-Logo.png",true,279,"3.6",568,"6.00"
"REI","https://raise-content.s3.amazonaws.com/MP-OPs/REI/REI-Logo.png",true,138,"4.0",168,"6.24"
"Restaurant.com","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Restaurant/RAISE_RestaurantDotCom-Logo.png",false,0,"3.6",3772,"0.00"
"Restaurants Unlimited","https://s3.amazonaws.com/raise-content/ibi/RestaurantsUnlimited-Logo.png",true,15,"3.3",205,"24.00"
"Restoration Hardware","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.2",262,"0.00"
"Rite Aid","https://s3.amazonaws.com/raise-content/ibi/RiteAid-Logo.png",true,2,"3.9",199,"5.01"
"Rooms To Go","https://s3.amazonaws.com/raise-content/ibi/RoomsToGo-Logo.png",false,0,"3.7",108,"0.00"
"Ross","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/ROSS/RAISE_ROSS-Logo.png",false,0,"3.5",191,"0.00"
"Ross (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/ROSS/RAISE_ROSS-Logo.png",true,10,"3.4",693,"8.00"
"Royal Caribbean","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Royal+Carribean/RAISE_RoyalCaribbean-Logo.png",true,22,"2.9",612,"5.00"
"rue21","https://raise-content.s3.amazonaws.com/ibi/rue21-Logo.png",true,0,"3.2",340,"0.00"
"Ruth's Chris Steak House","https://raise-content.s3.amazonaws.com/MP-OPs/ruth-chris-instant-icon.png",true,0,"3.1",1123,"0.00"
"Safeway","https://raise-content.s3.amazonaws.com/MP-OPs/Safeway/Safeway-Logo.png",true,12,"3.1",263,"0.50"
"Saks Fifth Avenue","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Saks+Fifth+Ave/RAISE_SaksFifthAve-Logo.png",true,110,"4.0",135,"3.66"
"Sally Beauty Supply","https://s3.amazonaws.com/raise-content/ibi/SallyBeautySupply-Logo.png",true,1,"3.1",179,"0.00"
"Sam's Club","https://raise-content.s3.amazonaws.com/MP-OPs/Sam's+Club/SamsClub-Logo.png",false,0,"2.9",343,"0.00"
"Sears","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Sears/RAISE_Sears-Logo.png",false,0,"3.5",971,"0.00"
"Sephora","https://raise-content.s3.amazonaws.com/MP-OPs/Sephora/Sephora-Logo.png",true,1279,"3.6",1502,"4.00"
"Sephora (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/Sephora/Sephora-Logo.png",true,1,"2.7",587,"6.50"
"Sephora (Inside JCPenney)","https://raise-content.s3.amazonaws.com/MP-OPs/Sephora/Sephora-Logo.png",false,0,"3.1",626,"0.00"
"Shell Gasoline","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Shell/RAISE_Shell-Logo.png",false,0,"4.7",1292,"0.00"
"Shoe Carnival","https://s3.amazonaws.com/raise-content/ibi/ShoeCarnival-Logo.png",false,0,"1.1",1360,"0.00"
"ShopRite","https://s3.amazonaws.com/raise-content/ibi/ShopRite-Logo.png",false,0,"2.9",148,"0.00"
"Six Flags (East Coast)","https://s3.amazonaws.com/raise-content/ibi/SixFlags-Logo.png",false,0,"3.1",137,"0.00"
"Skechers®","https://raise-content.s3.amazonaws.com/MP-OPs/Skechers/Skechers-Logo.png",true,2,"3.0",215,"10.42"
"Smashburger","https://s3.amazonaws.com/raise-content/ibi/Smashburger-Logo.png",false,0,"3.1",228,"0.00"
"SONIC®","https://raise-content.s3.amazonaws.com/MP-OPs/Sonic/Sonic-Logo.png",true,3,"3.0",190,"10.00"
"Southwest Airlines","https://raise-content.s3.amazonaws.com/MP-OPs/SouthwestAirlines-Logo.png",true,331,"4.8",1430,"4.56"
"Spa & Wellness Gift Card by Spa Week","https://raise-content.s3.amazonaws.com/MP-OPs/Spa%26Wellness+Spa+Week/Spa%26WellnessSpaWeek-Logo.png",true,76,"3.2",289,"0.00"
"Spa Wish","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.8",148,"0.00"
"Spafinder Wellness 365 (Physical)","https://s3.amazonaws.com/raise-content/ibi/SpaFinder-Logo.png",true,2,"3.8",288,"12.50"
"Spencer's","https://s3.amazonaws.com/raise-content/ibi/Spencers-Logo.png",true,9,"3.1",137,"15.88"
"Sports Authority","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.6",177,"0.00"
"Sports Authority (In Store Only)","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.7",119,"0.00"
"Sprouts Farmers Market","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"2.9",137,"0.00"
"Staples","https://raise-content.s3.amazonaws.com/MP-OPs/Staples/Staples-Logo.png",true,371,"3.4",525,"4.86"
"Starbucks","https://raise-content.s3.amazonaws.com/MP-OPs/Starbucks/Starbucks-Logo2.png",true,13224,"3.7",7043,"5.60"
"Steak 'n Shake","https://raise-content.s3.amazonaws.com/MP-OPs/SteakandShake-Logo.png",true,188,"3.7",175,"18.40"
"Stein Mart","https://raise-content.s3.amazonaws.com/ibi/steinmart-Logo.png",false,0,"3.8",132,"0.00"
"Steiner Sports Memorabilia","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Steiner+Sports/RAISE_SteinerSports-Logo.png",false,0,"2.0",119,"0.00"
"Stop & Shop Grocery","https://s3.amazonaws.com/raise-content/ibi/StopAndShop-Logo.png",true,3,"2.9",118,"1.50"
"StubHub","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/StubHub/RAISE_Stubhub-Logo.png",true,184,"3.1",194,"2.85"
"Subway","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Subway-Logo.png",true,146,"3.9",809,"10.00"
"Sunglass Hut","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Sunglass+Hut/RAISE_SunglassHut-Logo.png",true,11,"3.0",922,"1.00"
"T.J. Maxx","https://raise-content.s3.amazonaws.com/MP-OPs/TJ+Maxx/TJMaxx-Logo.png",true,476,"3.5",2430,"4.50"
"T.J. Maxx (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/TJ+Maxx/TJMaxx-Logo.png",false,0,"3.5",129,"0.00"
"T.J. Maxx (Online Only)","https://raise-content.s3.amazonaws.com/MP-OPs/TJ+Maxx/TJMaxx-Logo.png",false,0,"3.1",1589,"0.00"
"Taco Bell®","https://raise-content.s3.amazonaws.com/MP-OPs/Taco+Bell/TacoBell-Logo.png",true,2,"3.1",395,"5.00"
"Talbots","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.5",180,"0.00"
"Target","https://raise-content.s3.amazonaws.com/MP-OPs/Target/Target-Logo.png",true,513,"3.7",3936,"3.50"
"Ted's Montana Grill","https://s3.amazonaws.com/raise-content/ibi/TedsMontanaGrill-logo.png",false,0,"5.0",215,"0.00"
"Texas Roadhouse","https://raise-content.s3.amazonaws.com/MP-OPs/Texas+Roadhouse/TexasRoadhouse-Logo.png",true,1406,"3.1",590,"7.00"
"TGI Fridays","https://raise-content.s3.amazonaws.com/MP-OPs/TGIFridays/TGIF-Logo.png",true,7,"3.8",222,"0.00"
"TGI Fridays® (Voucher)","https://raise-content.s3.amazonaws.com/MP-OPs/TGIFridays/TGIF-Logo.png",true,556,"3.8",221,"2.96"
"The Capital Grille","https://s3.amazonaws.com/raise-content/ibi/TheCapitalGrille-Logo.png",true,3,"3.8",148,"0.00"
"The Cheesecake Factory","https://raise-content.s3.amazonaws.com/MP-OPs/TheCheesecakeFactory-Logo.png",true,997,"3.3",557,"8.00"
"The Children's Place","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/The+Childrens+Place/RAISE_TheChildrensPlace-Logo.png",true,274,"3.2",214,"6.56"
"The Coffee Bean & Tea Leaf®","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/The+Coffee+Bean+And+Tea+Leaf/RAISE_TheCoffeeBeanTeaLeaf-Logo.png",true,12,"3.1",221,"5.71"
"The Home Depot®","https://raise-content.s3.amazonaws.com/MP-OPs/The+Home+Depot/HomeDepot-Logo.png",true,1471,"4.8",5642,"1.99"
"The Home Depot® (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/The+Home+Depot/HomeDepot-Logo.png",false,0,"3.6",693,"0.00"
"The Limited","https://s3.amazonaws.com/raise-content/ibi/TheLimited-Logo.png",false,0,"3.9",182,"0.00"
"The North Face","https://raise-content.s3.amazonaws.com/ibi/TheNorthFace2-Logo.png",false,0,"3.3",218,"0.00"
"Ticketmaster","https://s3.amazonaws.com/raise-content/ibi/Ticketmaster-logo.png",false,0,"3.8",109,"0.00"
"Tiffany & Co.","https://s3.amazonaws.com/raise-content/ibi/Tiffany-Logo.png",true,3,"3.8",355,"7.00"
"Topgolf","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/TopGolf/RAISE_TopGolf-Logo_5-25-21.png",true,741,"0.4",185,"15.56"
"Topshop","https://s3.amazonaws.com/raise-content/ibi/Topshop-Logo.png",false,0,"4.5",105,"0.00"
"Tory Burch","https://s3.amazonaws.com/raise-content/ibi/ToryBurch-logo.png",false,0,"3.3",134,"0.00"
"Toys""R""Us","https://s3.amazonaws.com/raise-content/ibi/Toys-R-Us-Logo.png",false,0,"3.7",648,"0.00"
"Tractor Supply Company","https://s3.amazonaws.com/raise-content/ibi/TractorSupplyCompany-Logo.png",false,0,"3.6",165,"0.00"
"Trader Joe's","https://s3.amazonaws.com/raise-content/ibi/TraderJoes-Logo.png",false,0,"3.3",376,"0.00"
"UGG Australia","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.2",237,"0.00"
"ULTA","https://raise-content.s3.amazonaws.com/MP-OPs/ULTA-Logo.png",true,584,"3.4",443,"5.40"
"ULTA (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/ULTA-Logo.png",false,0,"3.8",104,"0.00"
"Under Armour®","https://raise-content.s3.amazonaws.com/MP-OPs/01_Slide/Under+Armour/SLIDE_UnderArmour-Logo.png",true,246,"4.8",167,"5.51"
"Uniqlo","https://s3.amazonaws.com/raise-content/ibi/Uniqlo-Logo.png",false,0,"3.1",676,"0.00"
"Universal Studios Orlando","https://s3.amazonaws.com/raise-content/ibi/UniversalStudiosOrlando-Logo.png",false,0,"3.1",117,"0.00"
"Urban Outfitters","https://s3.amazonaws.com/raise-content/ibi/UrbanOutfitters-Logo.png",true,2,"3.8",328,"0.00"
"Vans","https://s3.amazonaws.com/raise-content/ibi/Vans-logo.png",true,4,"3.7",105,"20.20"
"Verizon Prepaid (Pre-Paid Phone Plans Only)","https://s3.amazonaws.com/raise-content/ibi/VerizonPrepaid-Logo.png",false,0,"3.2",105,"0.00"
"Victoria's Secret","https://raise-content.s3.amazonaws.com/MP-OPs/victoria-s-secret-icon.png",true,156,"3.6",1606,"6.50"
"Walgreens","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Walgreens/RAISE_Walgreens-Logo.png",false,0,"4.3",159,"0.00"
"Walgreens (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Walgreens/RAISE_Walgreens-Logo.png",false,0,"3.0",562,"0.00"
"Walmart","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Walmart/RAISE_Walmart-Logo.png",true,287,"4.8",4791,"2.01"
"Wendy's","https://s3.amazonaws.com/raise-content/ibi/Wendys-Logo.png",true,3,"4.0",169,"0.25"
"West Elm","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/WestElm-Logo.png",true,14,"3.4",153,"0.96"
"White House Black Market","https://raise-content.s3.amazonaws.com/ibi/whitehouseblackmarket-Logo.png",true,61,"3.2",258,"12.00"
"Whole Foods Market® (Physical)","https://s3.amazonaws.com/raise-content/ibi/WholeFoods-logo.png",false,0,"3.6",1133,"0.00"
"Williams Sonoma","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/WilliamsSonoma-Logo.png",true,6,"2.5",789,"3.00"
"Winc","https://s3.amazonaws.com/raise-content/ibi/Winc-Logo.png",false,0,"2.2",118,"0.00"
"Wingstop","https://s3.amazonaws.com/raise-content/ibi/Wingstop-Logo.png",false,0,"3.0",159,"0.00"
"Yankee Candle®","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Yankee+Candle/RAISE_YankeeCandle-Logo.png",true,366,"3.2",218,"12.46"
"Yard House®","https://raise-content.s3.amazonaws.com/MP-OPs/Yard+House/YardHouse-Logo.png",true,4,"4.8",128,"1.00"
"Yogurtland","https://s3.amazonaws.com/raise-content/ibi/Yogurtland-logo.png",false,0,"3.0",123,"0.00"
"Zappos","https://raise-content.s3.amazonaws.com/MP-OPs/Zappos/Zappos-Logo.png",true,54,"3.6",442,"2.00"
"Zara","https://s3.amazonaws.com/raise-content/ibi/Zara-logo.png",true,2,"3.7",192,"3.30"
"Zumiez","https://s3.amazonaws.com/raise-content/ibi/Zumiez-logo.png",true,3,"3.1",219,"14.00"
